,feature,importance,fold
0,adC2,7887.0,1
1,cos_f0,7421.5,1
2,adC3,7026.0,1
3,cos_c0,6312.5,1
4,cos_c0_f0,5758.5,1
5,adN1,6591.5,1
6,adC4,5276.5,1
7,cos_c0_c1,5071.5,1
8,cos_c1,4758.0,1
9,inv_dist0R,4255.5,1
10,mulliken_atom_0,4538.0,1
11,yukawa_O.x,3738.0,1
12,gap,4307.5,1
13,adH1,4265.5,1
14,mulliken_atom_1,5176.5,1
15,vander_O.x,3345.5,1
16,distC0,4353.0,1
17,cos_f1,4199.5,1
18,min_molecule_atom_1_dist_xyz,4711.5,1
19,max_molecule_atom_0_dist_xyz,4155.0,1
20,vander_O.y,3927.5,1
21,adC1,3840.0,1
22,linkM0,3851.0,1
23,yukawa_O.y,3158.5,1
24,dist_H_0_x,3448.0,1
25,min_molecule_atom_0_dist_xyz,2595.5,1
26,bond_angle_plane,4103.5,1
27,inv_distPR,3568.5,1
28,mean_molecule_atom_0_dist_xyz,3225.0,1
29,molecule_atom_index_0_dist_min_div,4318.0,1
30,freqs_min,3748.0,1
31,vander_C.y,4259.5,1
32,cos_f0_f1,3767.5,1
33,bond_angle_axis,3973.0,1
34,coulomb_O.x,2854.0,1
35,molecule_atom_index_0_dist_max_div,3437.5,1
36,coulomb_O.y,2875.5,1
37,linkM1,3988.0,1
38,lumo,3542.0,1
39,molecule_atom_index_0_dist_max_diff,3198.5,1
40,inv_dist1R,4369.5,1
41,cos_center0_center1,3550.0,1
42,molecule_type_dist_max,4537.0,1
43,vander_H.x,2897.5,1
44,dist_O_0_x,3326.0,1
45,dist,4513.5,1
46,molecule_atom_index_0_dist_mean_diff,2866.0,1
47,homo,3480.0,1
48,dist_H_1_x,3022.0,1
49,yukawa_C.y,3428.0,1
50,adH2,2461.5,1
51,cos_c1_f1,3538.5,1
52,molecule_atom_index_1_dist_min_div,3723.0,1
53,dist_H_4_x,3501.0,1
54,inv_dist0E,3017.5,1
55,dist_H_2_x,3268.0,1
56,max_molecule_atom_1_dist_xyz,4550.0,1
57,inv_dist0,2723.5,1
58,distC1,3421.0,1
59,rc_C,3594.0,1
60,mulliken_max,3352.5,1
61,distance_center1,3707.0,1
62,molecule_atom_index_0_dist_mean_div,2426.0,1
63,yukawa_H.x,2622.5,1
64,type,0.0,1
0,adC2,7785.0,2
1,cos_f0,7311.5,2
2,adC3,6976.0,2
3,cos_c0,6326.0,2
4,cos_c0_f0,5673.5,2
5,adN1,6566.0,2
6,adC4,5116.5,2
7,cos_c0_c1,5053.5,2
8,cos_c1,4771.5,2
9,inv_dist0R,4225.5,2
10,mulliken_atom_0,4485.5,2
11,yukawa_O.x,3712.0,2
12,gap,4338.5,2
13,adH1,4185.5,2
14,mulliken_atom_1,5183.0,2
15,vander_O.x,3378.5,2
16,distC0,4225.0,2
17,cos_f1,4197.0,2
18,min_molecule_atom_1_dist_xyz,4686.0,2
19,max_molecule_atom_0_dist_xyz,4071.5,2
20,vander_O.y,3888.5,2
21,adC1,4021.0,2
22,linkM0,3841.5,2
23,yukawa_O.y,3217.5,2
24,dist_H_0_x,3474.5,2
25,min_molecule_atom_0_dist_xyz,2329.5,2
26,bond_angle_plane,4017.5,2
27,inv_distPR,3530.0,2
28,mean_molecule_atom_0_dist_xyz,3196.0,2
29,molecule_atom_index_0_dist_min_div,4308.5,2
30,freqs_min,3787.0,2
31,vander_C.y,4233.0,2
32,cos_f0_f1,3739.5,2
33,bond_angle_axis,3917.0,2
34,coulomb_O.x,2818.0,2
35,molecule_atom_index_0_dist_max_div,3388.5,2
36,coulomb_O.y,2891.0,2
37,linkM1,3882.0,2
38,lumo,3644.5,2
39,molecule_atom_index_0_dist_max_diff,3203.5,2
40,inv_dist1R,4403.0,2
41,cos_center0_center1,3594.5,2
42,molecule_type_dist_max,4460.0,2
43,vander_H.x,2924.5,2
44,dist_O_0_x,3288.0,2
45,dist,4523.0,2
46,molecule_atom_index_0_dist_mean_diff,2769.0,2
47,homo,3442.5,2
48,dist_H_1_x,2959.0,2
49,yukawa_C.y,3250.0,2
50,adH2,2339.5,2
51,cos_c1_f1,3518.5,2
52,molecule_atom_index_1_dist_min_div,3653.5,2
53,dist_H_4_x,3421.5,2
54,inv_dist0E,2988.5,2
55,dist_H_2_x,3160.0,2
56,max_molecule_atom_1_dist_xyz,4521.5,2
57,inv_dist0,2713.0,2
58,distC1,3304.0,2
59,rc_C,3504.0,2
60,mulliken_max,3345.5,2
61,distance_center1,3765.5,2
62,molecule_atom_index_0_dist_mean_div,2396.0,2
63,yukawa_H.x,2616.0,2
64,type,0.0,2
