,feature,importance,fold
0,type,0.0,1
1,inv_dist0,1236.0,1
2,inv_dist1,1324.5,1
3,inv_distP,1130.5,1
4,inv_dist0R,1485.5,1
5,inv_dist1R,1912.0,1
6,inv_distPR,1571.5,1
7,inv_dist0E,1252.0,1
8,inv_dist1E,1035.5,1
9,inv_distPE,1101.5,1
10,linkM0,2276.5,1
11,linkM1,2173.0,1
12,min_molecule_atom_0_dist_xyz,1248.5,1
13,mean_molecule_atom_0_dist_xyz,1172.5,1
14,max_molecule_atom_0_dist_xyz,1890.0,1
15,sd_molecule_atom_0_dist_xyz,988.0,1
16,min_molecule_atom_1_dist_xyz,1446.0,1
17,mean_molecule_atom_1_dist_xyz,783.5,1
18,max_molecule_atom_1_dist_xyz,1123.5,1
19,sd_molecule_atom_1_dist_xyz,994.5,1
20,coulomb_C.x,755.0,1
21,coulomb_F.x,28.5,1
22,coulomb_H.x,514.0,1
23,coulomb_N.x,421.5,1
24,coulomb_O.x,1096.0,1
25,yukawa_C.x,1313.5,1
26,yukawa_F.x,24.5,1
27,yukawa_H.x,1236.0,1
28,yukawa_N.x,783.0,1
29,yukawa_O.x,1837.0,1
30,vander_C.x,1183.0,1
31,vander_F.x,29.0,1
32,vander_H.x,1141.0,1
33,vander_N.x,588.5,1
34,vander_O.x,1675.0,1
35,coulomb_C.y,790.5,1
36,coulomb_F.y,18.0,1
37,coulomb_H.y,508.5,1
38,coulomb_N.y,512.0,1
39,coulomb_O.y,1162.5,1
40,yukawa_C.y,1322.0,1
41,yukawa_F.y,28.0,1
42,yukawa_H.y,1207.5,1
43,yukawa_N.y,797.5,1
44,yukawa_O.y,1851.0,1
45,vander_C.y,1242.0,1
46,vander_F.y,29.0,1
47,vander_H.y,988.0,1
48,vander_N.y,985.0,1
49,vander_O.y,1955.0,1
50,distC0,2098.0,1
51,distH0,0.0,1
52,distN0,0.0,1
53,distC1,1475.5,1
54,distH1,0.0,1
55,distN1,0.0,1
56,adH1,2748.0,1
57,adH2,1584.0,1
58,adH3,512.0,1
59,adH4,99.0,1
60,adC1,4131.5,1
61,adC2,4770.0,1
62,adC3,4634.0,1
63,adC4,3112.0,1
64,adN1,2718.5,1
65,adN2,525.0,1
66,adN3,74.0,1
67,adN4,1.0,1
68,NC,28.0,1
69,NH,43.5,1
70,NN,51.0,1
71,NF,0.5,1
72,NO,48.0,1
73,atom_index_0,233.5,1
74,atom_index_1,365.5,1
75,atom_0,0.0,1
76,x_0,505.0,1
77,y_0,552.5,1
78,z_0,521.5,1
79,dist_C_0_x,771.5,1
80,dist_C_1_x,920.5,1
81,dist_C_2_x,951.5,1
82,dist_C_3_x,1152.5,1
83,dist_C_4_x,1305.0,1
84,dist_F_0_x,16.0,1
85,dist_F_1_x,1.5,1
86,dist_F_2_x,1.5,1
87,dist_F_3_x,0.0,1
88,dist_F_4_x,0.0,1
89,dist_H_0_x,1073.0,1
90,dist_H_1_x,1526.5,1
91,dist_H_2_x,1404.5,1
92,dist_H_3_x,1231.0,1
