,feature,importance,fold
0,type,0.0,1
1,inv_dist0,679.0,1
2,inv_dist1,449.0,1
3,inv_distP,697.5,1
4,inv_dist0R,791.0,1
5,inv_dist1R,287.0,1
6,inv_distPR,634.0,1
7,inv_dist0E,742.5,1
8,inv_dist1E,315.5,1
9,inv_distPE,681.0,1
10,linkM0,1370.5,1
11,linkM1,912.0,1
12,min_molecule_atom_0_dist_xyz,680.5,1
13,mean_molecule_atom_0_dist_xyz,967.5,1
14,max_molecule_atom_0_dist_xyz,1174.0,1
15,sd_molecule_atom_0_dist_xyz,748.0,1
16,min_molecule_atom_1_dist_xyz,748.0,1
17,mean_molecule_atom_1_dist_xyz,702.0,1
18,max_molecule_atom_1_dist_xyz,897.5,1
19,sd_molecule_atom_1_dist_xyz,775.0,1
20,coulomb_C.x,591.0,1
21,coulomb_F.x,1.5,1
22,coulomb_H.x,417.0,1
23,coulomb_N.x,267.5,1
24,coulomb_O.x,739.0,1
25,yukawa_C.x,750.0,1
26,yukawa_F.x,1.5,1
27,yukawa_H.x,659.0,1
28,yukawa_N.x,326.0,1
29,yukawa_O.x,993.5,1
30,vander_C.x,688.5,1
31,vander_F.x,0.5,1
32,vander_H.x,638.0,1
33,vander_N.x,262.0,1
34,vander_O.x,796.0,1
35,coulomb_C.y,702.0,1
36,coulomb_F.y,0.5,1
37,coulomb_H.y,457.5,1
38,coulomb_N.y,301.5,1
39,coulomb_O.y,784.0,1
40,yukawa_C.y,1168.5,1
41,yukawa_F.y,2.5,1
42,yukawa_H.y,766.5,1
43,yukawa_N.y,440.5,1
44,yukawa_O.y,1030.0,1
45,vander_C.y,1153.5,1
46,vander_F.y,1.5,1
47,vander_H.y,752.5,1
48,vander_N.y,406.5,1
49,vander_O.y,895.0,1
50,distC0,0.0,1
51,distH0,1111.5,1
52,distN0,0.0,1
53,distC1,0.0,1
54,distH1,873.0,1
55,distN1,0.0,1
56,adH1,1781.5,1
57,adH2,807.5,1
58,adH3,130.0,1
59,adH4,15.0,1
60,adC1,826.0,1
61,adC2,1546.0,1
62,adC3,1723.5,1
63,adC4,1971.5,1
64,adN1,1103.5,1
65,adN2,192.5,1
66,adN3,12.5,1
67,adN4,0.0,1
68,NC,25.0,1
69,NH,29.5,1
70,NN,47.5,1
71,NF,0.0,1
72,NO,44.0,1
73,atom_index_0,154.0,1
74,atom_index_1,161.0,1
75,atom_0,0.0,1
76,x_0,529.5,1
77,y_0,443.0,1
78,z_0,584.5,1
79,dist_C_0_x,626.5,1
80,dist_C_1_x,787.0,1
81,dist_C_2_x,776.5,1
82,dist_C_3_x,869.0,1
83,dist_C_4_x,1126.0,1
84,dist_F_0_x,2.5,1
85,dist_F_1_x,0.5,1
86,dist_F_2_x,0.0,1
87,dist_F_3_x,0.0,1
88,dist_F_4_x,0.0,1
89,dist_H_0_x,717.0,1
90,dist_H_1_x,734.5,1
91,dist_H_2_x,848.5,1
92,dist_H_3_x,933.0,1
93,dist_H_4_x,993.0,1
94,dist_N_0_x,741.0,1
95,dist_N_1_x,163.5,1
96,dist_N_2_x,30.0,1
97,dist_N_3_x,3.5,1
98,dist_N_4_x,0.0,1
99,dist_O_0_x,1251.5,1
100,dist_O_1_x,644.0,1
101,dist_O_2_x,128.5,1
102,dist_O_3_x,7.0,1
103,dist_O_4_x,0.0,1
104,atom_1,0.0,1
105,x_1,188.0,1
106,y_1,197.5,1
107,z_1,189.5,1
108,dist_C_0_y,601.5,1
109,dist_C_1_y,771.0,1
110,dist_C_2_y,870.0,1
111,dist_C_3_y,1045.0,1
112,dist_C_4_y,1093.0,1
113,dist_F_0_y,1.0,1
114,dist_F_1_y,1.0,1
115,dist_F_2_y,2.0,1
116,dist_F_3_y,0.0,1
117,dist_F_4_y,0.0,1
118,dist_H_0_y,1007.5,1
119,dist_H_1_y,937.0,1
120,dist_H_2_y,921.5,1
121,dist_H_3_y,976.5,1
122,dist_H_4_y,1056.0,1
123,dist_N_0_y,689.5,1
124,dist_N_1_y,159.0,1
125,dist_N_2_y,37.0,1
126,dist_N_3_y,2.0,1
127,dist_N_4_y,0.0,1
128,dist_O_0_y,1348.0,1
129,dist_O_1_y,674.5,1
130,dist_O_2_y,137.5,1
131,dist_O_3_y,9.0,1
132,dist_O_4_y,0.0,1
133,c_x,360.5,1
134,c_y,356.0,1
135,c_z,422.0,1
136,dist,460.5,1
137,dist_x,106.0,1
138,dist_y,112.0,1
139,dist_z,117.0,1
140,type_0,0.0,1
141,molecule_couples,356.5,1
142,molecule_dist_mean,816.0,1
143,molecule_dist_min,901.0,1
144,molecule_dist_max,846.5,1
145,molecule_dist_std,700.5,1
146,atom_0_couples_count,98.0,1
147,atom_1_couples_count,15.0,1
148,molecule_atom_index_0_count,127.5,1
149,molecule_atom_index_1_count,57.5,1
150,molecule_type_count,18.5,1
151,molecule_atom_1_count,4.0,1
152,molecule_type_0_count,2.0,1
153,molecule_atom_index_0_x_1_mean,310.5,1
154,molecule_atom_index_0_x_1_mean_diff,455.0,1
155,molecule_atom_index_0_x_1_mean_div,590.0,1
