,feature,importance,fold
0,cos_c0_c1,3079.0,1
1,adC4,3100.0,1
2,gap,2283.5,1
3,adH1,2756.0,1
4,distance_closest_1,2765.5,1
5,adC3,2834.0,1
6,cos_c1_f1,2688.0,1
7,cos_c0_f0,2426.5,1
8,cos_c1,2542.0,1
9,cos_c0,2602.0,1
10,adC2,2348.5,1
11,cos_f1,2483.0,1
12,max_distance_y,2617.5,1
13,cos_f0_f1,2430.5,1
14,cos_f0,2447.5,1
15,linkM0,2073.5,1
16,dist_O_0_y,2077.0,1
17,mulliken_atom_1,2147.0,1
18,dist_O_0_x,2042.5,1
19,bond_angle_plane,2338.5,1
20,lumo,1839.0,1
21,bond_angle_axis,2145.5,1
22,homo,1996.0,1
23,rc_A,1753.5,1
24,max_molecule_atom_0_dist_xyz,2155.5,1
25,yukawa_C.y,1723.5,1
26,vander_C.y,1856.5,1
27,freqs_min,1753.5,1
28,dist_C_4_x,1820.5,1
29,distH0,1857.5,1
30,adN1,2279.5,1
31,mulliken_max,1727.0,1
32,dist_C_4_y,1977.0,1
33,mulliken_atom_0,1833.0,1
34,dist_H_4_y,1847.5,1
35,dist_C_3_y,1658.5,1
36,yukawa_O.y,1626.5,1
37,dist_H_0_y,1673.0,1
38,yukawa_O.x,1368.0,1
39,dist_H_4_x,1770.0,1
40,dist_H_3_y,1746.0,1
41,mean_molecule_atom_0_dist_xyz,1777.0,1
42,flatness_metric,1463.5,1
43,dist_H_1_y,1504.5,1
44,dist_H_3_x,1567.5,1
45,mu,1459.0,1
46,rc_B,1461.0,1
47,dist_H_2_y,1559.0,1
48,molecule_type_dist_max,1532.0,1
49,linkM1,1782.5,1
50,molecule_dist_min,1496.0,1
51,max_molecule_atom_1_dist_xyz,1925.5,1
52,molecule_atom_1_dist_min,1549.0,1
53,vander_O.y,1306.5,1
54,cos_center0_center1,1564.0,1
55,molecule_atom_index_1_dist_std_diff,1977.5,1
56,freqs_max,1440.0,1
57,distH1,1631.5,1
58,rc_C,1343.0,1
59,dist_C_2_y,1449.5,1
60,dist_C_3_x,1558.0,1
61,molecule_type_dist_mean,1541.0,1
62,dist_H_2_x,1466.0,1
63,molecule_dist_max,1541.5,1
64,molecule_type_dist_std,1447.5,1
65,z_farthest_0,1659.5,1
66,adC1,1532.0,1
67,molecule_atom_index_0_dist_x_min,1509.5,1
68,molecule_dist_mean,1379.5,1
69,roundness_metric,1285.0,1
70,molecule_type_0_dist_y_min,1276.0,1
71,distance_center1,1457.5,1
72,adH2,1224.5,1
73,molecule_type_0_dist_z_min,1281.0,1
74,mulliken_min,1378.5,1
75,molecule_atom_1_dist_y_min,1240.0,1
76,vander_O.x,1174.0,1
77,inv_dist0R,1227.5,1
78,dist_C_1_x,1355.5,1
79,coulomb_O.y,1053.0,1
80,dist_C_2_x,1344.5,1
81,sd_molecule_atom_1_dist_xyz,1687.5,1
82,molecule_type_0_dist_x_min,1223.0,1
83,molecule_atom_index_0_dist_y_min,1466.0,1
84,dist_C_1_y,1367.5,1
85,molecule_type_0_dist_std,1338.5,1
86,yukawa_H.y,1400.0,1
87,cos_center0,1345.0,1
88,molecule_type_0_dist_y_std,1271.0,1
89,molecule_type_dist_std_div,1479.5,1
90,molecule_type_dist_min,1442.5,1
91,molecule_atom_1_dist_x_min,1241.0,1
92,vander_H.y,1350.0,1
93,yukawa_C.x,1216.0,1
94,min_molecule_atom_1_dist_xyz,1687.0,1
95,sd_molecule_atom_0_dist_xyz,1472.0,1
96,molecule_type_0_dist_min,1328.0,1
97,inv_dist0E,1320.5,1
98,dist_N_0_x,1285.0,1
99,coulomb_O.x,975.0,1
100,dist_H_1_x,1207.0,1
101,distance_center0,1208.5,1
102,molecule_type_dist_x_min,1100.5,1
103,molecule_type_0_dist_y_max,1363.0,1
104,molecule_atom_index_0_dist_z_min,1494.0,1
105,molecule_type_dist_y_std,1316.5,1
106,molecule_type_0_dist_z_min_div,1353.5,1
107,dist_H_0_x,1217.0,1
108,thinness_metric,1169.0,1
109,molecule_atom_index_0_dist_y_min_div,1557.5,1
110,z_farthest_1,1604.5,1
111,molecule_atom_1_dist_z_min,1157.0,1
112,molecule_atom_index_0_z_1_std,1406.5,1
113,molecule_atom_1_dist_std,1197.5,1
114,molecule_atom_index_0_dist_x_min_div,1500.5,1
115,coulomb_C.y,1230.0,1
116,mean_molecule_atom_1_dist_xyz,1640.5,1
117,molecule_type_0_dist_y_min_div,1473.5,1
118,molecule_dist_std,1221.5,1
119,inv_distP,1225.5,1
120,molecule_atom_1_dist_y_min_div,1428.5,1
121,dist_N_0_y,1259.0,1
122,y_farthest_1,1627.5,1
123,molecule_type_0_dist_x_max,1267.5,1
124,vander_C.x,1140.5,1
125,molecule_atom_1_x_1_std,1301.0,1
126,molecule_type_0_dist_std_div,1268.5,1
127,inv_distPE,1302.0,1
128,min_molecule_atom_0_dist_xyz,1048.0,1
129,inv_dist0,1221.5,1
130,molecule_type_dist_y_min,1170.5,1
131,dist_O_1_y,1011.0,1
132,molecule_type_y_1_std,1462.5,1
133,molecule_atom_index_1_dist_std_div,1579.0,1
134,molecule_type_0_dist_x_min_div,1422.5,1
135,molecule_type_dist_z_std,1461.5,1
136,molecule_atom_index_0_z_1_mean_div,1682.0,1
137,molecule_atom_1_dist_x_min_div,1345.0,1
138,molecule_type_x_1_std,1305.5,1
139,x_farthest_1,1536.5,1
140,molecule_type_0_dist_z_max,1216.5,1
141,molecule_atom_index_0_y_1_std,1452.5,1
142,molecule_atom_1_dist_std_div,1346.5,1
143,yukawa_H.x,1199.0,1
144,molecule_type_dist_x_std,1254.5,1
145,molecule_type_0_dist_y_mean,1232.0,1
146,molecule_atom_index_0_x_1_std,1346.0,1
147,distance_farthest_1,974.5,1
148,molecule_type_dist_z_min,1082.5,1
149,min_distance_y,1103.5,1
150,molecule_type_z_1_std,1332.0,1
151,molecule_atom_index_0_dist_max_diff,1289.0,1
152,alpha,1007.5,1
153,dist_O_1_x,979.0,1
154,cos_center1,1213.0,1
155,molecule_atom_index_1_dist_y_std,1719.5,1
156,molecule_atom_1_z_1_std,1276.5,1
157,molecule_type_0_dist_x_std,1212.0,1
158,y_farthest_0,1528.0,1
159,molecule_type_0_dist_z_std,1106.0,1
160,molecule_type_dist_y_max,1242.5,1
161,vander_H.x,1152.5,1
162,Cv,1164.0,1
163,molecule_atom_index_1_dist_x_std,1717.5,1
164,molecule_atom_index_0_dist_z_min_div,1441.0,1
165,molecule_type_0_dist_mean,1208.0,1
166,inv_distPR,1012.5,1
167,molecule_atom_index_0_dist_std_div,1362.0,1
168,molecule_type_dist_y_min_div,1304.5,1
169,x_farthest_0,1523.0,1
170,dist_C_0_x,1068.0,1
171,molecule_atom_index_0_dist_y_max,1457.5,1
172,molecule_atom_1_dist_z_min_div,1328.0,1
173,molecule_type_0_dist_z_mean,1136.5,1
174,molecule_type_dist_x_min_div,1269.5,1
175,molecule_type_z_1_mean_div,1565.0,1
176,molecule_atom_1_dist_y_std,1231.0,1
177,molecule_atom_index_0_dist_y_std,1391.0,1
178,molecule_atom_index_0_dist_max_div,1154.5,1
179,molecule_atom_1_dist_y_mean,1207.5,1
180,molecule_type_0_y_1_std,1221.0,1
181,dist_C_0_y,1106.5,1
182,molecule_type_0_x_1_std,1115.5,1
183,molecule_type_dist_z_min_div,1197.0,1
184,molecule_atom_index_1_dist_z_std,1721.5,1
185,coulomb_C.x,1084.5,1
186,molecule_atom_index_0_x_1_mean_div,1743.0,1
187,molecule_type_dist_x_mean,1208.0,1
188,z_0,1527.0,1
189,molecule_atom_index_0_dist_mean_diff,1517.5,1
190,molecule_atom_index_1_dist_z_std_div,1731.5,1
191,molecule_atom_index_0_dist_min_div,1855.0,1
192,molecule_type_dist_x_max,1124.0,1
193,type,0.0,1
0,cos_c0_c1,3185.5,2
1,adC4,3064.5,2
2,gap,2261.5,2
3,adH1,2827.5,2
4,distance_closest_1,2731.0,2
5,adC3,2698.0,2
6,cos_c1_f1,2751.0,2
7,cos_c0_f0,2460.0,2
8,cos_c1,2630.5,2
9,cos_c0,2565.0,2
10,adC2,2373.5,2
11,cos_f1,2474.0,2
12,max_distance_y,2614.0,2
13,cos_f0_f1,2471.0,2
14,cos_f0,2484.0,2
15,linkM0,2081.5,2
16,dist_O_0_y,2062.5,2
17,mulliken_atom_1,2136.0,2
18,dist_O_0_x,2004.0,2
19,bond_angle_plane,2341.0,2
20,lumo,1786.0,2
21,bond_angle_axis,2230.5,2
22,homo,2004.0,2
23,rc_A,1735.5,2
24,max_molecule_atom_0_dist_xyz,2150.5,2
25,yukawa_C.y,1711.0,2
26,vander_C.y,1842.0,2
27,freqs_min,1760.0,2
28,dist_C_4_x,1806.5,2
29,distH0,1890.5,2
30,adN1,2302.5,2
31,mulliken_max,1753.0,2
32,dist_C_4_y,1934.0,2
33,mulliken_atom_0,1791.0,2
34,dist_H_4_y,1851.0,2
35,dist_C_3_y,1645.0,2
36,yukawa_O.y,1617.0,2
37,dist_H_0_y,1667.0,2
38,yukawa_O.x,1418.5,2
39,dist_H_4_x,1728.5,2
40,dist_H_3_y,1763.0,2
41,mean_molecule_atom_0_dist_xyz,1779.5,2
42,flatness_metric,1531.5,2
43,dist_H_1_y,1539.0,2
44,dist_H_3_x,1621.5,2
45,mu,1527.5,2
46,rc_B,1451.0,2
47,dist_H_2_y,1555.0,2
48,molecule_type_dist_max,1611.0,2
49,linkM1,1755.5,2
50,molecule_dist_min,1526.0,2
51,max_molecule_atom_1_dist_xyz,1886.0,2
52,molecule_atom_1_dist_min,1526.0,2
53,vander_O.y,1287.5,2
54,cos_center0_center1,1584.0,2
55,molecule_atom_index_1_dist_std_diff,1918.5,2
56,freqs_max,1476.0,2
57,distH1,1586.5,2
58,rc_C,1370.5,2
59,dist_C_2_y,1500.0,2
60,dist_C_3_x,1552.0,2
61,molecule_type_dist_mean,1547.5,2
62,dist_H_2_x,1388.5,2
63,molecule_dist_max,1523.0,2
64,molecule_type_dist_std,1402.0,2
65,z_farthest_0,1605.5,2
66,adC1,1524.5,2
67,molecule_atom_index_0_dist_x_min,1473.0,2
68,molecule_dist_mean,1322.0,2
69,roundness_metric,1280.0,2
70,molecule_type_0_dist_y_min,1215.5,2
71,distance_center1,1521.5,2
72,adH2,1269.5,2
73,molecule_type_0_dist_z_min,1336.0,2
74,mulliken_min,1420.0,2
75,molecule_atom_1_dist_y_min,1215.0,2
76,vander_O.x,1117.0,2
77,inv_dist0R,1353.0,2
78,dist_C_1_x,1264.0,2
79,coulomb_O.y,1008.0,2
80,dist_C_2_x,1313.5,2
81,sd_molecule_atom_1_dist_xyz,1675.0,2
82,molecule_type_0_dist_x_min,1268.0,2
83,molecule_atom_index_0_dist_y_min,1408.5,2
84,dist_C_1_y,1382.5,2
85,molecule_type_0_dist_std,1312.0,2
86,yukawa_H.y,1359.0,2
87,cos_center0,1308.0,2
88,molecule_type_0_dist_y_std,1297.0,2
89,molecule_type_dist_std_div,1416.0,2
90,molecule_type_dist_min,1364.5,2
91,molecule_atom_1_dist_x_min,1290.5,2
92,vander_H.y,1333.5,2
93,yukawa_C.x,1242.0,2
94,min_molecule_atom_1_dist_xyz,1719.5,2
95,sd_molecule_atom_0_dist_xyz,1482.0,2
96,molecule_type_0_dist_min,1413.5,2
97,inv_dist0E,1338.0,2
98,dist_N_0_x,1338.5,2
99,coulomb_O.x,951.5,2
100,dist_H_1_x,1180.0,2
101,distance_center0,1184.0,2
102,molecule_type_dist_x_min,1134.5,2
103,molecule_type_0_dist_y_max,1299.5,2
104,molecule_atom_index_0_dist_z_min,1461.0,2
105,molecule_type_dist_y_std,1358.0,2
106,molecule_type_0_dist_z_min_div,1404.5,2
107,dist_H_0_x,1245.0,2
108,thinness_metric,1177.5,2
109,molecule_atom_index_0_dist_y_min_div,1522.0,2
110,z_farthest_1,1611.0,2
111,molecule_atom_1_dist_z_min,1135.5,2
112,molecule_atom_index_0_z_1_std,1398.0,2
113,molecule_atom_1_dist_std,1160.5,2
114,molecule_atom_index_0_dist_x_min_div,1447.5,2
115,coulomb_C.y,1215.0,2
116,mean_molecule_atom_1_dist_xyz,1601.5,2
117,molecule_type_0_dist_y_min_div,1391.0,2
118,molecule_dist_std,1213.5,2
119,inv_distP,1185.5,2
120,molecule_atom_1_dist_y_min_div,1442.5,2
121,dist_N_0_y,1360.5,2
122,y_farthest_1,1616.0,2
123,molecule_type_0_dist_x_max,1246.0,2
124,vander_C.x,1111.0,2
125,molecule_atom_1_x_1_std,1313.5,2
126,molecule_type_0_dist_std_div,1187.5,2
127,inv_distPE,1356.0,2
128,min_molecule_atom_0_dist_xyz,1064.0,2
129,inv_dist0,1235.5,2
130,molecule_type_dist_y_min,1145.5,2
131,dist_O_1_y,1083.5,2
132,molecule_type_y_1_std,1432.0,2
133,molecule_atom_index_1_dist_std_div,1654.5,2
134,molecule_type_0_dist_x_min_div,1442.0,2
135,molecule_type_dist_z_std,1436.5,2
136,molecule_atom_index_0_z_1_mean_div,1638.5,2
137,molecule_atom_1_dist_x_min_div,1354.0,2
138,molecule_type_x_1_std,1317.5,2
139,x_farthest_1,1505.5,2
140,molecule_type_0_dist_z_max,1300.0,2
141,molecule_atom_index_0_y_1_std,1423.0,2
142,molecule_atom_1_dist_std_div,1388.0,2
143,yukawa_H.x,1259.5,2
144,molecule_type_dist_x_std,1321.5,2
145,molecule_type_0_dist_y_mean,1235.5,2
146,molecule_atom_index_0_x_1_std,1358.5,2
147,distance_farthest_1,985.5,2
148,molecule_type_dist_z_min,1047.5,2
149,min_distance_y,1130.0,2
150,molecule_type_z_1_std,1318.0,2
151,molecule_atom_index_0_dist_max_diff,1260.0,2
152,alpha,1039.0,2
153,dist_O_1_x,978.0,2
154,cos_center1,1220.5,2
155,molecule_atom_index_1_dist_y_std,1768.0,2
156,molecule_atom_1_z_1_std,1239.5,2
157,molecule_type_0_dist_x_std,1174.5,2
158,y_farthest_0,1589.0,2
159,molecule_type_0_dist_z_std,1118.0,2
160,molecule_type_dist_y_max,1270.0,2
161,vander_H.x,1141.0,2
162,Cv,1139.0,2
163,molecule_atom_index_1_dist_x_std,1701.5,2
164,molecule_atom_index_0_dist_z_min_div,1452.0,2
165,molecule_type_0_dist_mean,1136.0,2
166,inv_distPR,980.0,2
167,molecule_atom_index_0_dist_std_div,1468.0,2
168,molecule_type_dist_y_min_div,1369.5,2
169,x_farthest_0,1533.0,2
170,dist_C_0_x,1009.5,2
171,molecule_atom_index_0_dist_y_max,1428.0,2
172,molecule_atom_1_dist_z_min_div,1318.5,2
173,molecule_type_0_dist_z_mean,1137.0,2
174,molecule_type_dist_x_min_div,1341.0,2
175,molecule_type_z_1_mean_div,1587.0,2
176,molecule_atom_1_dist_y_std,1213.5,2
177,molecule_atom_index_0_dist_y_std,1312.5,2
178,molecule_atom_index_0_dist_max_div,1154.5,2
179,molecule_atom_1_dist_y_mean,1197.5,2
180,molecule_type_0_y_1_std,1156.5,2
181,dist_C_0_y,1078.0,2
182,molecule_type_0_x_1_std,1102.5,2
183,molecule_type_dist_z_min_div,1224.0,2
184,molecule_atom_index_1_dist_z_std,1693.0,2
185,coulomb_C.x,1032.0,2
186,molecule_atom_index_0_x_1_mean_div,1748.5,2
187,molecule_type_dist_x_mean,1217.5,2
188,z_0,1503.5,2
