,feature,importance,fold
0,mulliken_atom_0,1355.125,1
1,adC2,1355.875,1
2,dist_O_0_x,1182.0,1
3,mu,1038.75,1
4,adC1,1107.125,1
5,bond_angle_axis,1244.25,1
6,dist_C_3_y,962.625,1
7,linkM0,1695.125,1
8,dist_C_4_y,1042.5,1
9,dist_O_0_y,1045.625,1
10,dist_C_3_x,1167.75,1
11,adC3,1128.0,1
12,dist_C_4_x,1082.125,1
13,inv_dist1R,1079.625,1
14,bond_angle_plane,1333.0,1
15,homo,862.0,1
16,mulliken_max,943.125,1
17,dist_H_4_x,1190.125,1
18,lumo,780.625,1
19,gap,810.0,1
20,molecule_type_0_dist_x_std,880.375,1
21,dist_H_1_x,1093.375,1
22,freqs_min,881.125,1
23,dist_N_0_y,1144.625,1
24,dist_H_3_x,1059.0,1
25,distance_center0,818.0,1
26,cos_c0_f0,1111.625,1
27,adH1,1420.75,1
28,rc_A,927.25,1
29,mulliken_atom_1,1104.625,1
30,molecule_type_0_dist_x_max,897.0,1
31,molecule_dist_max,773.0,1
32,alpha,775.625,1
33,dist_C_2_y,943.625,1
34,dist_H_2_x,976.125,1
35,vander_C.y,826.625,1
36,roundness_metric,752.5,1
37,dist_C_2_x,987.875,1
38,freqs_max,881.75,1
39,min_molecule_atom_1_dist_xyz,923.625,1
40,cos_center0_center1,853.5,1
41,dist_H_3_y,827.25,1
42,molecule_dist_std,859.75,1
43,linkM1,1034.375,1
44,molecule_type_0_dist_z_min,938.875,1
45,rc_C,720.0,1
46,molecule_dist_mean,941.625,1
47,cos_center1,780.0,1
48,dist_H_4_y,825.875,1
49,thinness_metric,739.625,1
50,cos_center0,805.0,1
51,molecule_type_0_z_1_mean_div,1048.875,1
52,distance_center1,762.75,1
53,dist_N_1_x,970.0,1
54,molecule_type_0_dist_max,885.0,1
55,molecule_type_0_dist_z_min_div,1322.25,1
56,cos_f0_f1,1202.125,1
57,dist_N_0_x,795.25,1
58,rc_B,687.875,1
59,molecule_type_0_dist_x_min,932.125,1
60,freqs_mean,787.75,1
61,molecule_type_0_dist_z_std,920.75,1
62,molecule_atom_index_0_z_1_mean_div,1442.0,1
63,molecule_type_0_dist_y_mean,925.25,1
64,type,0.0,1
0,mulliken_atom_0,1142.375,2
1,adC2,1120.0,2
2,dist_O_0_x,976.375,2
3,mu,844.0,2
4,adC1,974.0,2
5,bond_angle_axis,1004.625,2
6,dist_C_3_y,772.375,2
7,linkM0,1357.5,2
8,dist_C_4_y,829.125,2
9,dist_O_0_y,795.375,2
10,dist_C_3_x,920.75,2
11,adC3,985.375,2
12,dist_C_4_x,883.125,2
13,inv_dist1R,925.875,2
14,bond_angle_plane,1039.875,2
15,homo,681.75,2
16,mulliken_max,782.5,2
17,dist_H_4_x,947.375,2
18,lumo,668.125,2
19,gap,685.0,2
20,molecule_type_0_dist_x_std,692.75,2
21,dist_H_1_x,866.875,2
22,freqs_min,735.125,2
23,dist_N_0_y,899.625,2
24,dist_H_3_x,815.375,2
25,distance_center0,637.375,2
26,cos_c0_f0,936.25,2
27,adH1,1119.25,2
28,rc_A,738.5,2
29,mulliken_atom_1,881.375,2
30,molecule_type_0_dist_x_max,697.0,2
31,molecule_dist_max,621.875,2
32,alpha,620.75,2
33,dist_C_2_y,731.125,2
34,dist_H_2_x,788.25,2
35,vander_C.y,728.375,2
36,roundness_metric,607.125,2
37,dist_C_2_x,743.75,2
38,freqs_max,725.875,2
39,min_molecule_atom_1_dist_xyz,828.25,2
